qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	MarmosetClass	OldWorldClass
XP_035146130.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	715737	82.192	365	64	1	1	364	1	365	0.0	604.0	class I	class I
XP_035146130.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	711832	81.644	365	66	1	1	364	1	365	0.0	599.0	class I	class I
XP_035146130.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	699243	81.918	365	63	2	1	364	1	363	0.0	597.0	class I	class I
XP_035146130.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	699243	81.096	365	68	1	1	364	1	365	0.0	595.0	class I	class I
XP_035146130.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	711832	81.593	364	66	1	1	363	1	364	0.0	594.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	74.286	350	78	4	1	343	1	345	0.0	524.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	74.286	350	78	4	1	343	1	345	0.0	522.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	709076	78.917	351	64	3	1	344	1	348	0.0	521.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	100187576	76.647	334	69	3	1	327	4	335	0.0	518.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	76.857	350	69	4	1	343	4	348	0.0	516.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	711832	73.714	350	80	4	1	343	4	348	0.0	510.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	140708851	74.286	350	78	5	1	343	78	422	0.0	510.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	76.286	350	71	4	1	343	4	348	0.0	509.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	719250	77.844	334	65	3	1	327	1	332	0.0	509.0	class I	class I
XP_035146388.2|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X3_[Callithrix_jacchus]	699243	73.429	350	81	4	1	343	4	348	0.0	508.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	709076	81.788	302	52	1	1	299	1	302	1.6e-177	488.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	100187576	78.188	298	60	2	1	295	4	299	6.509999999999999e-176	483.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	719250	79.221	308	59	2	1	305	1	306	1.7300000000000002e-173	477.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	711832	77.181	298	63	2	1	295	4	299	1.3799999999999999e-172	476.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	699243	76.846	298	64	2	1	295	4	299	3.25e-172	475.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	140708851	77.852	298	61	3	1	295	78	373	4.16e-171	475.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	3105	76.51	298	65	2	1	295	1	296	7.63e-171	471.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	719250	78.641	309	57	3	1	306	1	303	9.21e-171	471.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	715737	76.51	298	65	2	1	295	4	299	9.47e-171	471.0	class I	class I
XP_035146392.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X5_[Callithrix_jacchus]	719250	78.641	309	57	3	1	306	1	303	1.66e-170	471.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	709076	81.788	302	52	1	1	299	1	302	6.42e-177	487.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	100187576	78.188	298	60	2	1	295	4	299	3.51e-175	482.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	719250	78.778	311	61	2	1	308	1	309	5.97e-174	479.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	711832	77.181	298	63	2	1	295	4	299	3.5399999999999995e-172	476.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	699243	76.846	298	64	2	1	295	4	299	1.07e-171	474.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	719250	78.621	290	57	2	22	308	36	323	4.29e-171	472.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	140708851	77.852	298	61	3	1	295	78	373	9.02e-171	475.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	3105	76.51	298	65	2	1	295	1	296	1.2e-170	472.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	3106	78.387	310	62	2	2	308	5	312	1.2399999999999998e-170	470.0	class I	class I
XP_035146393.2|mamu_class_I_histocompatibility_antigen,_alpha_chain_F_isoform_X4_[Callithrix_jacchus]	719250	80.201	298	54	2	1	295	1	296	1.4399999999999998e-170	471.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	3105	82.597	362	62	1	94	454	1	362	0.0	625.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	3105	82.548	361	62	1	94	453	1	361	0.0	622.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	3105	83.562	365	59	1	91	454	1	365	0.0	619.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	711832	82.74	365	62	1	91	454	1	365	0.0	617.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	715737	82.192	365	64	1	91	454	1	365	0.0	611.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	140708851	82.92	363	61	1	93	454	77	439	0.0	610.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	711832	81.644	365	66	1	91	454	1	365	0.0	608.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	3105	82.192	365	64	1	91	454	1	365	0.0	608.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	699243	81.37	365	67	1	91	454	1	365	0.0	606.0	class I	class I
XP_035146397.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_[Callithrix_jacchus]	711832	81.593	364	66	1	91	453	1	364	0.0	604.0	class I	class I
XP_035147377.1|guanine_nucleotide-binding_protein_subunit_alpha-14_[Callithrix_jacchus]	2775	57.021	235	100	1	2	236	120	353	8.249999999999999e-94	273.0	unknown	
XP_035147377.1|guanine_nucleotide-binding_protein_subunit_alpha-14_[Callithrix_jacchus]	2775	56.17	235	102	1	2	236	78	311	6.24e-90	261.0	unknown	
XP_035147377.1|guanine_nucleotide-binding_protein_subunit_alpha-14_[Callithrix_jacchus]	2775	56.17	235	102	1	2	236	78	311	6.24e-90	261.0	unknown	
XP_035147377.1|guanine_nucleotide-binding_protein_subunit_alpha-14_[Callithrix_jacchus]	2775	56.17	235	102	1	2	236	120	353	9.64e-90	262.0	unknown	
XP_035147741.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha-like_[Callithrix_jacchus]	2775	51.429	70	34	0	14	83	7	76	4.27e-16	64.3	unknown	
XP_035147741.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha-like_[Callithrix_jacchus]	2775	51.429	70	34	0	14	83	7	76	4.66e-16	64.3	unknown	
XP_035150364.1|ADP-ribosylation_factor_1-like_[Callithrix_jacchus]	2775	20.122	164	99	3	44	175	178	341	2.63e-06	39.3	unknown	
XP_035150364.1|ADP-ribosylation_factor_1-like_[Callithrix_jacchus]	2775	26.804	97	61	1	44	130	178	274	4.86e-06	38.5	unknown	
XP_035150364.1|ADP-ribosylation_factor_1-like_[Callithrix_jacchus]	2775	26.804	97	61	1	44	130	136	232	5.52e-06	38.1	unknown	
XP_035150364.1|ADP-ribosylation_factor_1-like_[Callithrix_jacchus]	2775	26.804	97	61	1	44	130	136	232	5.52e-06	38.1	unknown	
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	3123	88.346	266	30	1	1	265	1	266	5.830000000000001e-169	461.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	100428228	88.346	266	30	1	1	265	17	282	7.009999999999999e-168	459.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	692100	87.97	266	31	1	1	265	1	266	9.65e-167	455.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	692100	87.97	266	31	1	1	265	1	266	9.65e-167	455.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	100428228	87.218	266	33	1	1	265	1	266	9.43e-166	453.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	3123	87.218	266	33	1	1	265	1	266	3.84e-165	451.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	100428435	86.842	266	34	1	1	265	1	266	2.5300000000000003e-164	449.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	3123	86.466	266	35	1	1	265	1	266	2.8800000000000003e-164	449.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	3123	86.466	266	35	1	1	265	1	266	2.8800000000000003e-164	449.0	class II	class II
XP_035150542.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X4_[Callithrix_jacchus]	3123	85.714	266	37	1	1	265	1	266	8.16e-162	443.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	3123	87.451	255	32	0	1	255	1	255	2.46e-161	441.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	3123	87.451	255	32	0	1	255	1	255	2.46e-161	441.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	100428228	85.49	255	37	0	1	255	17	271	1.49e-157	432.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	3123	85.098	255	38	0	1	255	1	255	1.42e-156	429.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	3123	82.836	268	33	1	1	255	1	268	4.5999999999999994e-156	429.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	100428228	84.314	255	40	0	1	255	1	255	1.45e-155	427.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	3123	84.314	255	40	0	1	255	1	255	1.67e-154	424.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	692100	84.706	255	39	0	1	255	1	255	8.520000000000002e-154	422.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	692100	84.706	255	39	0	1	255	1	255	8.520000000000002e-154	422.0	class II	class II
XP_035150544.2|HLA_class_II_histocompatibility_antigen,_DRB1-13_beta_chain-like_isoform_X5_[Callithrix_jacchus]	3123	83.529	255	42	0	1	255	1	255	6.47e-152	417.0	class II	class II
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	720309	30.798	263	158	7	3	254	103	352	9.03e-33	117.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	3105	33.478	230	136	6	14	237	117	335	7.560000000000001e-32	115.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	719250	34.555	191	112	5	3	187	103	286	2.23e-31	113.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	100424348	36.111	180	102	5	14	187	114	286	2.31e-31	114.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	719250	34.555	191	112	5	3	187	103	286	2.46e-31	114.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	100424348	36.111	180	102	5	14	187	114	286	2.74e-31	113.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	720132	36.667	180	101	5	14	187	160	332	3.5000000000000003e-31	114.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	3107	36.111	180	102	5	14	187	117	289	4.37e-31	113.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	100424348	36.111	180	102	5	14	187	114	286	6.1900000000000015e-31	113.0	class I	class I
XP_035151061.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	3107	36.111	180	102	5	14	187	117	289	6.970000000000001e-31	112.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	720309	30.798	263	158	7	3	254	103	352	9.03e-33	117.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	3105	33.478	230	136	6	14	237	117	335	7.560000000000001e-32	115.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	719250	34.555	191	112	5	3	187	103	286	2.23e-31	113.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	100424348	36.111	180	102	5	14	187	114	286	2.31e-31	114.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	719250	34.555	191	112	5	3	187	103	286	2.46e-31	114.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	100424348	36.111	180	102	5	14	187	114	286	2.74e-31	113.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	720132	36.667	180	101	5	14	187	160	332	3.5000000000000003e-31	114.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	3107	36.111	180	102	5	14	187	117	289	4.37e-31	113.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	100424348	36.111	180	102	5	14	187	114	286	6.1900000000000015e-31	113.0	class I	class I
XP_035151064.2|MHC_class_I_polypeptide-related_sequence_A_isoform_X3_[Callithrix_jacchus]	3107	36.111	180	102	5	14	187	117	289	6.970000000000001e-31	112.0	class I	class I
XP_035152842.2|retinoic_acid_early_transcript_1E_isoform_X2_[Callithrix_jacchus]	100187576	23.6	250	174	8	7	247	6	247	6.46e-08	45.4	unknown	class I
XP_035152842.2|retinoic_acid_early_transcript_1E_isoform_X2_[Callithrix_jacchus]	3105	24.645	211	131	10	14	207	7	206	7.47e-07	42.0	unknown	class I
XP_035152842.2|retinoic_acid_early_transcript_1E_isoform_X2_[Callithrix_jacchus]	3105	24.645	211	131	10	14	207	7	206	8.15e-07	42.0	unknown	class I
XP_035152842.2|retinoic_acid_early_transcript_1E_isoform_X2_[Callithrix_jacchus]	699243	22.335	197	142	7	7	196	6	198	1.69e-06	40.8	unknown	class I
XP_035152842.2|retinoic_acid_early_transcript_1E_isoform_X2_[Callithrix_jacchus]	714964	25.0	184	123	9	22	196	18	195	2.44e-06	40.4	unknown	class I
XP_035152842.2|retinoic_acid_early_transcript_1E_isoform_X2_[Callithrix_jacchus]	720132	24.868	189	123	9	19	196	61	241	3.27e-06	40.0	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	715737	26.977	215	140	8	1	207	4	209	4.03e-15	66.6	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	711832	26.887	212	144	8	1	207	4	209	6.65e-15	66.2	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	711832	26.887	212	144	8	1	207	4	209	9.31e-15	65.9	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	720132	26.0	200	134	7	16	207	59	252	2.07e-14	64.7	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	100187576	26.027	219	137	9	1	207	4	209	6.6e-14	63.2	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	3106	26.316	190	130	7	24	207	24	209	1.11e-13	62.4	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	140708851	26.512	215	141	9	1	207	78	283	3.16e-13	61.2	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	699243	25.943	212	146	8	1	207	4	209	3.54e-13	61.2	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	3105	26.042	192	128	7	24	207	24	209	3.93e-13	60.8	unknown	class I
XP_035152843.1|UL16-binding_protein_3_[Callithrix_jacchus]	100424348	27.513	189	129	7	24	207	21	206	5.03e-13	60.5	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	720132	28.906	128	87	4	191	316	157	282	1.15e-08	48.1	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	3106	28.682	129	86	5	191	316	114	239	3.57e-08	46.6	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	106996081	28.906	128	87	4	191	316	114	239	4.12e-08	46.6	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	711832	29.412	119	80	4	191	307	114	230	8.91e-08	45.4	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	711832	28.125	128	88	4	191	316	114	239	8.95e-08	45.4	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	714964	27.559	127	88	4	192	316	112	236	1.25e-07	45.1	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	721575	26.562	128	90	4	191	316	114	239	3e-07	43.9	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	699243	28.682	129	86	5	191	316	112	237	4.62e-07	43.1	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	3105	27.835	97	68	2	191	286	111	206	4.65e-07	43.1	unknown	class I
XP_035152844.1|UL16-binding_protein_3_isoform_X1_[Callithrix_jacchus]	3105	27.835	97	68	2	191	286	111	206	5.04e-07	43.1	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	711832	26.016	246	170	8	1	241	1	239	3.56e-14	63.9	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	711832	26.016	246	170	8	1	241	1	239	4.41e-14	63.5	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	100187576	26.721	247	167	9	1	241	1	239	9.7e-14	62.4	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	715737	25.911	247	169	9	1	241	1	239	1.39e-12	59.3	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	720132	25.339	221	149	8	30	241	69	282	4.25e-12	57.8	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	699243	26.556	241	165	9	8	241	2	237	5.26e-12	57.0	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	699243	26.141	241	166	9	8	241	2	237	8.76e-12	56.6	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	699243	25.203	246	172	8	1	241	1	239	9.08e-12	56.6	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	699243	26.141	241	166	9	8	241	2	237	1.1e-11	56.6	unknown	class I
XP_035152845.1|UL16-binding_protein_3_isoform_X2_[Callithrix_jacchus]	100426197	27.027	222	150	10	27	241	23	239	1.94e-11	55.8	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	3105	37.423	326	195	8	45	364	22	344	1.96e-68	213.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	3105	37.423	326	195	8	45	364	22	344	8.889999999999999e-68	212.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	3105	36.81	326	197	8	45	364	25	347	6.079999999999999e-67	209.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	100187576	37.152	323	194	8	38	354	18	337	1.26e-66	207.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	720132	37.975	316	187	8	45	354	68	380	2.62e-66	208.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	106995452	37.539	317	189	8	41	351	51	364	3.32e-66	208.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	106995452	37.7	313	186	8	45	351	68	377	3.41e-66	208.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	3105	35.89	326	200	8	45	364	25	347	9.92e-66	206.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	720309	37.73	326	193	9	45	364	22	343	2.31e-64	202.0	unknown	class I
XP_035153183.1|hereditary_hemochromatosis_protein_isoform_X1_[Callithrix_jacchus]	715737	35.736	333	205	8	38	364	18	347	3.38e-64	202.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	3105	37.423	326	195	8	6	325	22	344	7.649999999999998e-69	213.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	3105	37.423	326	195	8	6	325	22	344	3.6299999999999997e-68	212.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	3105	36.81	326	197	8	6	325	25	347	3.31e-67	208.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	100187576	37.975	316	187	8	6	315	25	337	6.59e-67	207.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	720132	38.689	305	176	8	1	300	63	361	9.52e-67	207.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	106995452	37.7	313	186	8	6	312	55	364	1.7700000000000001e-66	207.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	106995452	37.107	318	191	8	1	312	63	377	2.1300000000000002e-66	207.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	3105	35.89	326	200	8	6	325	25	347	5.62e-66	205.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	720309	37.73	326	193	9	6	325	22	343	1.42e-64	201.0	unknown	class I
XP_035153185.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	715737	36.503	326	198	8	6	325	25	347	1.66e-64	201.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	3105	37.423	326	195	8	6	325	22	344	7.649999999999998e-69	213.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	3105	37.423	326	195	8	6	325	22	344	3.6299999999999997e-68	212.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	3105	36.81	326	197	8	6	325	25	347	3.31e-67	208.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	100187576	37.975	316	187	8	6	315	25	337	6.59e-67	207.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	720132	38.689	305	176	8	1	300	63	361	9.52e-67	207.0	unknown	class I
